url,type
"www.daar.pl/en.php/firm		",benign
"mtco.com/~blkburn/		",benign
"www.alcasoft.com/arkansas/		",benign
"www.rexius.com/orchid_bark/orchid.html		",benign
"www.alnet.co.za/agricultural-nets.shtml		",benign
"www.schaeferfan.com/Horticultural_Ventilation_C264.cfm		",benign
"home.earthlink.net/~madronenursery/		",benign
"invitel.hu/szoregvirag/		",benign
"www.dstore.co.il/yp/shopHome.asp?sc=685		",benign
"www.users.globalnet.co.uk/~tmh/		",benign
"www.omniflora.com/e-home.htm		",benign
"www.orchidmall.com/iowaorchids/		",benign
"www.tacocity.com.tw/orchids/english/index.htm		",benign
"lox1.loxinfo.co.th/~kultana/		",benign
"members.iinet.net.au/~ezi-gro/		",benign
"www.angelfire.com/tn2/elmoreorchids/		",benign
"home.alphalink.com.au/~andre/		",benign
"www.cdr3.com/nursery/		",benign
"www.cgernon.com/sptf/		",benign
"www3.ns.sympatico.ca/christmas.tree/		",benign
"pw.vsb.bc.ca/trek/		",benign
"www.msstate.edu/org/mta/		",benign
"www.turf-tec.com/index.html		",benign
"www.simplot.com/turf/jacklin/		",benign
"saddlebackmaterialsco.com/4-Sod.com.htm		",benign
"www.clients.ttm.bg/germes/		",benign
"www.commoditiescontrol.com/eagritrader/index.php		",benign
"www.gametec.com/hemp/		",benign
"www.aginukraine.com/bast/bast01.htm		",benign
"www.ers.usda.gov/publications/ages001e/		",benign
"laws.justice.gc.ca/en/C-38.8/SOR-98-156/index.html		",benign
"www.globalhemp.com/Archives/Government_Research/hawaiian_ind_hemp_report.shtml		",benign
"www.omafra.gov.on.ca/english/crops/facts/00-067.htm		",benign
"www.inspection.gc.ca/english/plaveg/seesem/indust/hemchae.shtml		",benign
"www4.law.cornell.edu/uscode/21/802.html		",benign
"groups.yahoo.com/group/rarelivestock/		",benign
"www.alliancepastorale.fr/#Introduction		",benign
"homepages.together.net/~neksales		",benign
"www.nbinc.com/index.htm		",benign
"www.gmtel.net/web/ronsbarn/		",benign
"salebarninfo.com/bagley.html		",benign
"salebarninfo.com/fergus.html		",benign
"salebarninfo.com/richprairie.html		",benign
"salebarninfo.com/tricounty.html		",benign
"www.angelfire.com/mo/beekeeping/		",benign
"users.skynet.be/bijen/		",benign
"www.ars.usda.gov/News/docs.htm?docid=15572		",benign
"www.angelfire.com/ak2/LTBisonRanch/		",benign
"www.wapiti.net/co/hwr.htm		",benign
"www.angelfire.com/anime2/HappyBuffyRanch/		",benign
"www.attra.org/attra-pub/bison.html		",benign
"home.centurytel.net/DoubleRBison		",benign
"www.wave.net/upg/jvillechamber/pleasantview/		",benign
"www.wave.net/upg/jvillechamber/treebreeze/		",benign
"tech.groups.yahoo.com/group/alpacarescue/		",benign
"www.angelfire.com/az/desertwindalpacas/index.html		",benign
"users.tpg.com.au/users/alpacas/		",benign
"homepages.ihug.co.nz/~star/		",benign
"www.mv.com/ipusers/maceachram/		",benign
"www.merriwether.org/nyala/		",benign
"www.orwell.net/~edcook/		",benign
"www.shoreham.net/~wcalpaca		",benign
"www.sunshinealpacas.com/default.html,benign
www.alpacanation.com/farmsandbreeders/03_viewfarm.asp?name=11710	",benign
"home.netcom.com/~rbmanion		",benign
"www.alpacanation.com/farmsandbreeders/03_viewfarm.asp?name=13120	,benign
users.wcvt.com/alpaca/	""	",benign
"www.llamaadventures.com/whyllamas.html	,benign
home.comcast.net/~sproutllamas/	",benign
"personal.smartt.com/~ahelewka/about.html	,benign
www.owt.com/hillview/	""	",benign
"www.llamalife.com/farm.html		",benign
"www.speakeasy.org/~kvnbanta/lightfootllamas/lightfootllamas.html	,benign
webpages.charter.net/keirtruss/	",benign
"www.angelfire.com/biz/snowdriftspin/	,benign
www.nas.com/~jnkllamas	""	",benign
"maplewindfarm.com/on-the-loose-yurt-rentals/	,benign
personal.smartt.com/~brianp	",benign
"www.angelfire.com/country/bco/	,benign
www.ranches.org/McLean.htm	""benign",
"cattletoday.com/rss/cattletoday.xml		",benign
"www.ranches.org/JayOBrien.htm		",benign
"www.ranches.org/swamp.htm		",benign
"www.ranches.org/JAranch.htm		",benign
"www.ranches.org/corsino.html		",benign
"www.agrigene.com.au/crawler.html		",benign
"www.telusplanet.net/public/medidart/		",benign
"www.ansi.okstate.edu/breeds/cattle/		",benign
"www.angus1.com/mvaa/		",benign
"www.ansi.okstate.edu/breeds/cattle/angus/		",benign
"www.angelfire.com/mo/bakerfarms/		",benign
"sheepandcattle.com/cattle.htm		",benign
"www.angelfire.com/nj2/ranch/commercial.html		",benign
"www.angelfire.com/wi/ranch2/redangus.html		",benign
"www.skally.net/mead/		",benign
"woodstonmanor.tripod.com/Angus.htm		",benign
"www.freewebs.com/smalleysangusranch/		",benign
"sstelco.com/~laura-ss/		",benign
"www.buyagro.com/barel/		",benign
"butterflyhollowfarm.com/beefalo.html		",benign
"www.angelfire.com/biz/hiddenacres/		",benign
"www.ulg.ac.be/fmv/bbb/		",benign
"www.kyagr.com/Main.aspx?procedure=show_page(5686)		",benign
"www.viarural.com.ar/blonde/		",benign
"www.whitebredshorthorn.com/bluegrey/index.html		",benign
"www.charbray.com/brahman.html		",benign
"members.tripod.com/~Rocking_BS_Ranch/		",benign
"www.ionet.net/~brahman/		",benign
"douglascattlecompany.homestead.com/files/douglas_cattle_company_homepage.htm		",benign
"personalpages.tds.net/~voegelibrownswiss		",benign
"www.charbray.com/charbray.html		",benign
"easisites.co.uk/fortygreenfarm		",benign
"www.buyagro.com/harderfarms/		",benign
"www.buyagro.com/sandan/index.htm		",benign
"www.oklahomashowsteer.com/mcmullen/index.html		",benign
"users.cwnet.com/rtitus		",benign
"www.oklahomashowsteer.com/venable/home.html		",benign
"showsteers.com/thompson		",benign
"www.angelfire.com/fl5/runningdeerfarms/		",benign
"www.redtail.net/owc/cg		",benign
"www2.powercom.net/~daryl/		",benign
"home.freeuk.com/marc.slebech/longhorns/		",benign
"www.cattletoday.com/se_gelbvieh/		",benign
"www.cattletoday.com/tngelbvieh/		",benign
"www.angelfire.com/mo/bcc/		",benign
"www.cattletoday.com/franklin_hill/		",benign
"www.cattletoday.com/karlebo/		",benign
"www.angelfire.com/ks2/cows/		",benign
"www.springvalleyfarms.com/index.htm		",benign
"www.unsickerfarms.com/index.html		",benign
"gogelbvieh.com/cks/		",benign
"www.rangeweb.net/~haycreekranch/		",benign
"gogelbvieh.com/wwg/index.htm		",benign
"www.fivewells.com/farm/		",benign
"www.usguernsey.com/iowagba.html		",benign
"www.usguernsey.com/jco.htm		",benign
"www.albertaherefords.com/nahc.htm		",benign
"www.ansi.okstate.edu/breeds/cattle/hereford/		",benign
"www.seol.net.au/walteela/		",benign
"www.buyagro.com/medonte/Default.htm		",benign
"www.albertaherefords.com/plainlake.html		",benign
"www.qcislands.net/docdon/		",benign
"www.buyagro.com/justamere/		",benign
"www.tctc.com/~pduncan		",benign
"www.cattletoday.com/debter/		",benign
"www.slanker.com/bulls		",benign
"www.lagrandranch.com/hereford/homehereford.html		",benign
"home.earthlink.net/~matasovic/ranch.html		",benign
"www.dirtyboots.com/highlands.htm		",benign
"www.rkde.com/covista/		",benign
"www.rkde.com/meadowbridge/		",benign
"www.holsteins.ca/birkentree		",benign
"www.holsteins.ca/winterbay		",benign
"www.angelfire.com/ns/Rupelen/		",benign
"www.cyr-designs.com/avonlea		",benign
"www.jerseycanada.com/bridon/		",benign
"homepage.eircom.net/~hawthornelimousin		",benign
"www.ansi.okstate.edu/breeds/cattle/lincolnred/		",benign
"www.kathrynsweb.com/maineanjou/		",benign
"www.murraygrey.com.au/youth.htm		",benign
"gomobile.ie/parthenaise.html		",benign
"www.telusplanet.net/public/two-w/chinook/		",benign
"members.ozemail.com.au/~camev/kanglade/		",benign
"cattletoday.com/borchers_southern_y/		",benign
"www.cattletoday.com/segerts/		",benign
"www.ansi.okstate.edu/breeds/cattle/santagertrudis/index.htm		",benign
"www.angelfire.com/wi/ranch2/index.html		",benign
"www.wiu.edu/users/musaw13/		",benign
"www.ranchguide.com/fouroaks/		",benign
"www.angelfire.com/ok/otla/		",benign
"www.angelfire.com/tx5/tlbgca/index2.html		",benign
"www.angelfire.com/home/hoffarms/index.html		",benign
"www.angelfire.com/tx4/PolkLonghorns/		",benign
"www.bluediamonde.com/longhorns.html		",benign
"www.sdc.org/~fmoeller		",benign
"www.angelfire.com/ok/tlonghorn/		",benign
"home.centurytel.net/langdairy/		",benign
"www.angelfire.com/pa5/ment2befarms/		",benign
"www.ansc.purdue.edu/dairy/isda/		",benign
"www.cdhia.org/index.html		",benign
"www.lancasterdhia.com/index.html		",benign
"www.tradepub.com/free/dat		",benign
"www.mamut.net/aesagri/		",benign
"www.naturalhub.com/grow_meat_breeds_cattle_small.htm		",benign
"books.nap.edu/books/030904295X/html/17.html		",benign
"groups.yahoo.com/group/miniaturecattle		",benign
"www.angelfire.com/nh/veliraf/		",benign
"www.webring.com/hub?ring=miniatureherefor		",benign
"www.tomtownsend-toyland.com/toyland_farms/toyland_farms.htm		",benign
"www.webring.com/hub?ring=miniaturecattle		",benign
"cstindustries.com/products/slurrystore/		",benign
"www.uwex.edu/ces/dairyyouth/		",benign
"www.execulink.com/~deboram/		",benign
"www.formulate2.com/index.html		",benign
"www.angelfire.com/ok3/Lakewhitetails/index.html		",benign
"www.adncomm.com/pioui		",benign
"www.vast.net/mike/		",benign
"www.angelfire.com/tx/burros/		",benign
"home.vicnet.net.au/~keysoe/		",benign
"members.multimania.nl/huisdier/donkey.html		",benign
"www.qis.net/~minidonk/donktext.htm		",benign
"www.mlode.com/~animals/minidonkeys.html		",benign
"www.angelfire.com/ky/minipickens/index.html		",benign
"www.dextersfor.com/donkeyhome.htm		",benign
"www.heavenlydonkeys.com/index.html		",benign
"www.daddysdarlindonkeys.com/index.html		",benign
"wannaberanch.homestead.com/wannaberanch.html		",benign
"home.mchsi.com/~equingal/		",benign
"mammothjackstock2001.tripod.com/buzzsawranch/		",benign
"www.molokai.com/muleride/		",benign
"www.randburg.com/is/skinnfiskur/		",benign
"www.cargill.com/feed/		",benign
"www.ctv.es/clean_world_hispania/feeds.htm		",benign
"www.zeoinc.com/zar-min.html		",benign
"www.angelfire.com/pa3/llfarms/hay4sale.html		",benign
"www.parliament.the-stationery-office.co.uk/pa/cm199900/cmbills/006/2000006.htm		",benign
